15822,13536.0
15823,17568.0
15824,33760.0
15825,13376.0
15827,27680.0
15828,14848.0
15829,4512.0
15830,12384.0
15831,14208.0
15832,24576.0
15833,24448.0
15834,11648.0
15836,19456.0
15838,12544.0
15840,13888.0
15841,14112.0
15842,37824.0
15843,9920.0
15844,23072.0
15845,14656.0
15846,7104.0
15847,11488.0
15848,19744.0
15849,8224.0
15850,31744.0
15851,16448.0
15852,21728.0
15853,17120.0
15854,16768.0
15855,12800.0
15856,25216.0
15857,19616.0
15858,15680.0
15859,34624.0
15860,10528.0
15861,12864.0
15862,10560.0
15863,15872.0
15864,17536.0
15865,16320.0
15866,7968.0
15867,13248.0
15868,21440.0
15869,13792.0
15870,24800.0
15871,10464.0
15873,22080.0
15874,19008.0
15875,20480.0
15876,16704.0
15877,36416.0
15878,16416.0
15879,14688.0
15880,17120.0
15881,12544.0
15882,15360.0
15883,4800.0
15884,10848.0
15885,18016.0
15887,10272.0
15888,20928.0
15889,25824.0
15890,10112.0
15891,32512.0
15892,18112.0
15893,19360.0
15894,9088.0
15895,24096.0
15897,11968.0
15898,9280.0
15899,15776.0
15900,22368.0
15901,26624.0
15902,14144.0
15903,14784.0
15904,19840.0
15905,33280.0
15906,13984.0
15907,11008.0
15908,25600.0
15909,17248.0
15910,14336.0
15912,22976.0
15913,16192.0
15914,10048.0
15915,22976.0
15916,22784.0
15918,17152.0
15919,3904.0
15920,14816.0
15921,34368.0
15922,16256.0
15923,12992.0
15924,15616.0
15925,16672.0
15926,11072.0
15927,25472.0
15928,14624.0
15929,15840.0
15930,15328.0
15932,13760.0
15933,12192.0
15934,6944.0
15935,10592.0
15936,27264.0
15937,13568.0
15939,9440.0
15940,27552.0
15941,16256.0
15942,13120.0
15943,9344.0
15944,15488.0
15945,16928.0
15947,15008.0
15949,16960.0
15950,40096.0
15951,10560.0
15952,22656.0
15953,14208.0
15954,14784.0
15955,14528.0
15957,12160.0
15958,11136.0
15959,18336.0
15960,23008.0
15961,12288.0
15962,14976.0
15963,11648.0
15964,21696.0
15965,19648.0
15966,13856.0
15967,36800.0
15968,13376.0
15969,24640.0
15970,24864.0
15971,12352.0
15972,14720.0
15973,15616.0
15974,10240.0
16239,7232.0
16240,4672.0
16241,4544.0
16243,3520.0
16244,3392.0
16246,7424.0
16247,6912.0
16248,8256.0
16249,5248.0
16252,2816.0
16253,10048.0
16255,2880.0
16256,7904.0
16257,8960.0
16258,11168.0
16259,4736.0
16260,9280.0
16261,7296.0
16262,5216.0
16264,4896.0
16265,5824.0
16266,4544.0
16267,2560.0
16268,5248.0
16269,8384.0
16270,7936.0
16271,6048.0
16272,3680.0
16273,7168.0
16274,10560.0
16275,3776.0
16276,3424.0
16277,4928.0
16278,3008.0
16279,8448.0
16280,9856.0
16281,8512.0
16282,8960.0
16283,7808.0
16284,5376.0
16285,5184.0
16286,2560.0
16287,4416.0
16288,8896.0
16289,8704.0
16290,6688.0
16291,3904.0
16292,6304.0
16293,3808.0
16294,9536.0
16295,4160.0
16296,3776.0
16297,5952.0
16298,4800.0
16299,8256.0
16300,3520.0
16301,7744.0
16302,10944.0
16303,2944.0
16304,8896.0
16305,4224.0
16306,3232.0
16307,8672.0
16308,10176.0
16309,4224.0
16310,5696.0
16312,3520.0
16313,4608.0
16315,7488.0
16316,6912.0
16317,7296.0
16318,3200.0
16319,9184.0
16320,4736.0
16321,6592.0
16323,8352.0
16324,7808.0
16325,5312.0
16326,9024.0
16327,9088.0
16328,6784.0
16329,4256.0
16330,5760.0
16332,5120.0
16333,8512.0
16334,3008.0
16336,5248.0
16337,4000.0
16338,7296.0
16339,2240.0
16340,9504.0
16341,6880.0
16342,11008.0
16343,3840.0
16345,9216.0
16346,7680.0
16347,4992.0
16348,9024.0
16349,4608.0
16350,4704.0
16351,9536.0
16353,6720.0
16354,5248.0
16355,2368.0
16356,2144.0
16357,11648.0
16358,6400.0
16359,4864.0
16360,9664.0
16361,6848.0
16363,3392.0
16364,2368.0
16365,6528.0
16366,10944.0
16367,8864.0
16368,7424.0
16369,5184.0
16370,5696.0
16371,9888.0
16372,4864.0
16373,7232.0
16374,4288.0
16375,8576.0
16377,4672.0
16378,2944.0
16379,8480.0
16380,8320.0
16381,4608.0
16383,8512.0
16386,2944.0
16387,5056.0
16388,9728.0
16389,9664.0
16390,2624.0
16391,5120.0
16392,8640.0
16393,5792.0
16395,5984.0
16396,6656.0
16397,3328.0
16399,8768.0
16401,3520.0
16402,6304.0
16404,9920.0
16405,6848.0
16406,3904.0
16407,5408.0
16408,4992.0
16409,10752.0
16410,6720.0
16411,3936.0
16412,5184.0
16413,5376.0
16414,8384.0
16415,3616.0
16416,8704.0
16417,4928.0
16418,8896.0
16419,9216.0
16420,6272.0
16421,8192.0
16422,3328.0
16423,2656.0
16424,5696.0
16425,5696.0
16426,12128.0
16427,6784.0
16429,2304.0
16431,9920.0
16432,3456.0
16433,7200.0
16434,3136.0
16435,5184.0
16436,9984.0
